person_id,name,given_name,gender,book_id,notes
thomas_jean,Thomas,Jean,male,Sluga (2013),
tinbergen_jan,Tinbergen,Jan,male,Clavin (2015),
tinbergen_jan,Tinbergen,Jan,male,Slobodian (2018),
tinker_harold,Tinker,Harold,male,Sluga (2013),
tittoni_tommaso,Tittoni,Tommaso,male,Martin (2022),
tocqueville_alexis_de,Tocqueville,Alexis de,male,Slobodian (2018),
toynbee_arnold,Toynbee,Arnold,male,Clavin (2015),
toynbee_arnold,Toynbee,Arnold,male,Mazower (2009),
toynbee_arnold,Toynbee,Arnold,male,Sluga (2013),
traub_james,Traub,James,male,Mazower (2009),
trip_leonardus_j,Trip,Leonardus J.,male,Clavin (2015),
truman_harry_s,Truman,Harry S.,male,Clavin (2015),
truman_harry_s,Truman,Harry S.,male,Mazower (2009),
tseng_tsiang_lou,Tseng-Tsiang,Lou,male,Sluga (2013),
tsouderos_emmanouil,Tsoudéros,Emmanouil,male,Martin (2022),
tudela_francisco,Tudela,Francisco,male,Clavin (2015),
tugwell_rexford,Tugwell,Rexford,male,Clavin (2015),
tumlir_jan,Tumlir,Jan,male,Slobodian (2018),
tyler_royall,Tyler,Royall,male,Clavin (2015),
urabi_ahmed,‘Urabi,Ahmed,male,Martin (2022),
uri_pierre,Uri,Pierre,male,Slobodian (2018),
urquhart_brian,Urquhart,Brian,male,Sluga (2013),
van_kirk_james,van Kirk,James,male,Sluga (2013),
van_langenhove_fernand,Van Langenhove,Fernand,male,Clavin (2015),
van_sickle_john,Van Sickle,John,male,Slobodian (2018),
van_zeeland_marcel,Van Zeeland,Marcel,male,Slobodian (2018),
van_zeeland_paul,Zeeland,Paul van,male,Clavin (2015),
van_zeeland_paul,Zeeland,Paul van,male,Martin (2022),
vandenburg_arthur,Vandenburg,Arthur,male,Mazower (2009),
vansittart_sir_robert,Vansittart,Sir Robert,male,Clavin (2015),
varoprakar_devawongse,Varoprakar,Devawongse,male,Martin (2022),
varvaressos_kyriakos,Varvaressos,Kyriakos,male,Clavin (2015),
vattel_emmerich_de,Vattel,Emmerich de,male,Martin (2022),
veatch_roy,Veatch,Roy,male,Clavin (2015),
verwoerd_hendrik,Verwoerd,Hendrik,male,Slobodian (2018),
viner_jacob,Viner,Jacob,male,Clavin (2015),
viner_jacob,Viner,Jacob,male,Slobodian (2018),
vocke_wilhelm,Vocke,Wilhelm,male,Clavin (2015),
von_der_groeben_hans,Von der Groeben,Hans,male,Slobodian (2018),
von_suttner_bertha,von Suttner,Bertha,female,Sluga (2013),
wagemann_ernst,Wagemann,Ernst,male,Slobodian (2018),
waldheim_kurt,Waldheim,Kurt,male,Sluga (2013),
wallace_henry,Wallace,Henry,male,Clavin (2015),
wallace_henry,Wallace,Henry,male,Martin (2022),
wallace_henry,Wallace,Henry,male,Mazower (2009),
wallas_graham,Wallas,Graham,male,Slobodian (2018),
walpen_bernhard,Walpen,Bernhard,male,Slobodian (2018),
walras_leon,Walras,Léon,male,Slobodian (2018),
walters_frank,Walters,Frank,male,Clavin (2015),
wang_jing_wei,Wang Jing-wei,,male,Martin (2022),
warburg_felix,Warburg,Felix,male,Mazower (2009),
warburg_james_p,Warburg,James P.,male,Clavin (2015),
warburg_paul,Warburg,Paul,male,Martin (2022),
warburg_paul,Warburg,Paul,male,Clavin (2015),
waters_agnes,Waters,Agnes,female,Martin (2022),
watt_raymond,Watt,Raymond,male,Sluga (2013),
watts_v_orval,Watts,V. Orval,male,Martin (2022),
wavell_lord_percival,Wavell,Lord Percival,male,Mazower (2009),
weaver_warren,Weaver,Warren,male,Slobodian (2018),
webster_charles,Webster,Charles,male,Mazower (2009),
weitz_yosef,Weitz,Yosef,male,Mazower (2009),
weizmann_chaim,Weizmann,Chaim,male,Martin (2022),
weizmann_chaim,Weizmann,Chaim,male,Mazower (2009),
welles_sumner,Welles,Sumner,male,Mazower (2009),
wellesley_victor,Wellesley,Victor,male,Clavin (2015),
wells_h_g,Wells,H. G.,male,Sluga (2013),
wells_hg,Wells,H. G.,male,Mazower (2009),
wells_hg,Wells,H. G.,male,Slobodian (2018),
westlake_john,Westlake,John,male,Sluga (2013),
white_andrew,White,Andrew,male,Sluga (2013),
white_e_wyndham,White,E. Wyndham,male,Slobodian (2018),
white_harry_dexter,White,Harry Dexter,male,Clavin (2015),
white_harry_dexter,White,Harry Dexter,male,Martin (2022),
whitman_walt,Whitman,Walt,male,Mazower (2009),
whitton_john_b,Whitton,John B.,male,Slobodian (2018),
widener_alice,Widener,Alice,female,Slobodian (2018),
wiener_norbert,Wiener,Norbert,male,Slobodian (2018),
wigforss_ernst,Wigforss,Ernst,male,Clavin (2015),
wilkinson_ellen,Wilkinson,Ellen,female,Sluga (2013),
willgerodt_hans,Willgerodt,Hans,male,Slobodian (2018),
williams_john_fischer,Williams,John Fischer,male,Martin (2022),
williams_john_fischer,Williams,John Fischer,male,Mazower (2009),
williams_john_h,Williams,John H.,male,Clavin (2015),
williams_nancy,Williams,Nancy,female,Sluga (2013),
willkie_wendell,Willkie,Wendell,male,Sluga (2013),
wilson_eo,Wilson,E. O.,male,Slobodian (2018),
wilson_woodrow,Wilson,Woodrow,male,Clavin (2015),
wilson_woodrow,Wilson,Woodrow,male,Mazower (2009),
wilson_woodrow,Wilson,Woodrow,male,Slobodian (2018),
wilson_woodrow,Wilson,Woodrow,male,Sluga (2013),
winant_arthur,Winant,Arthur,male,Clavin (2015),
winant_john_gil,Winant,John ‘Gil’,male,Clavin (2015),
wise_stephen,Wise,Stephen,male,Mazower (2009),
wolf_martin,Wolf,Martin,male,Slobodian (2018),
wolff_christian,Wolff,Christian,male,Martin (2022),
wood_kingsley,Wood,Kingsley,male,Martin (2022),
woodward_edward,Woodward,Edward,male,Mazower (2009),
woolf_leonard,Woolf,Leonard,male,Martin (2022),
woolf_leonard,Woolf,Leonard,male,Mazower (2009),
woolf_leonard,Woolf,Leonard,male,Sluga (2013),
woolley_mary,Woolley,Mary,female,Sluga (2013),
wright_quincy,Wright,Quincy,male,Sluga (2013),
wu_ding_chang,Wu Ding-Chang,,male,Martin (2022),
yamey_basil,Yamey,Basil,male,Slobodian (2018),
yanaihara_tadao,Yanaihara,Tadao,male,Mazower (2009),
yergan_max,Yergan,Max,male,Slobodian (2018),
young_arthur,Young,Arthur,male,Clavin (2015),
young_g_m,Young,G. M.,male,Martin (2022),
young_owen_d,Young,Owen D.,male,Slobodian (2018),
yuan_shikai,Yuan Shikai,,male,Martin (2022),
zakaria_fareed,Zakaria,Fareed,male,Mazower (2009),
zimmerman_alfred,Zimmerman,Alfred,male,Martin (2022),
zimmern_alfred,Zimmerman,Alfred,male,Clavin (2015),
zimmern_alfred,Zimmern,Alfred,male,Martin (2022),
zimmern_alfred,Zimmern,Alfred,male,Mazower (2009),
zimmern_alfred,Zimmer,Alfred,male,Slobodian (2018),
zimmern_alfred,Zimmern,Alfred,male,Sluga (2013),
zweig_stefan,Zweig,Stefan,male,Clavin (2015),
